
> serp-filetypes@0.0.1 report:db-content /Users/devin/repos/projects/github@serptemplates/filetypes
> node scripts/report-db-content.mjs -- --format csv

slug,fields_total,fields_filled,fields_empty,summary_words,technical_words,how_to_open_words,how_to_convert_words,total_words
arxml,12,6,6,13,61,0,0,74
as,12,6,6,13,55,0,0,68
as2,12,6,6,13,89,0,0,102
as2proj,12,6,6,13,40,0,0,53
as3proj,12,6,6,13,57,0,0,70
as4,12,6,6,13,19,0,0,32
asa,12,8,4,13,44,0,0,57
asamu,12,7,5,13,78,38,0,129
asar,12,6,6,13,44,0,0,57
asat,12,5,7,13,0,0,0,13
asax,12,8,4,13,47,0,0,60
asb,12,5,7,13,0,0,0,13
asc,12,6,6,13,74,0,0,87
ascii,12,8,4,13,103,50,45,211
ascs,12,6,6,13,8,0,0,21
ascx,12,7,5,13,0,0,0,13
asd,12,7,5,13,72,56,0,141
asdb,12,6,6,13,36,0,0,49
asdt,12,7,5,13,126,34,0,173
ase,12,8,4,13,120,0,0,133
asec,12,6,6,13,19,0,0,32
asef,12,5,7,13,0,0,0,13
aseprite,12,6,6,13,121,0,0,134
aseprite-data,12,7,5,13,86,31,0,130
aseprite-extension,12,7,5,13,109,53,0,175
asf,12,9,3,13,459,56,0,528
asf.png,12,1,11,0,0,0,0,0
ash,12,5,7,13,0,0,0,13
ashbak,12,5,7,13,0,0,0,13
ashdisc,12,5,7,13,0,0,0,13
ashprj,12,5,7,13,0,0,0,13
ashx,12,9,3,13,125,0,0,138
asi,12,7,5,13,95,95,0,203
asice,12,7,5,13,89,26,0,128
ask,12,7,5,13,0,0,0,13
asl,12,7,5,13,244,131,0,388
asm,12,5,7,13,0,0,0,13
asmdot,12,7,5,13,140,37,0,190
asmx,12,8,4,13,40,0,0,53
asnd,12,6,6,13,43,0,0,56
aso,12,4,8,6,0,0,0,6
asp,12,8,4,13,195,0,0,208
aspk,12,7,5,13,54,35,0,102
aspx,12,9,3,13,208,286,0,507
asr,12,7,5,13,0,0,0,13
ass,12,10,2,13,61,309,0,383
asset,12,7,5,13,100,55,0,168
assetproj,12,6,6,13,43,0,0,56
assets,12,6,6,13,81,0,0,94
asstrm,12,5,7,13,0,0,0,13
ast,12,6,6,13,8,0,0,21
astro,12,7,5,13,65,75,0,153
astx,12,7,5,13,81,42,0,136
asv,12,7,5,13,146,52,0,211
asvf,12,6,6,13,44,0,0,57
asvx,12,8,4,13,177,56,45,291
asw,12,6,6,13,131,0,0,144
aswcs,12,6,6,13,51,0,0,64
asws,12,6,6,13,55,0,0,68
asx,12,5,7,13,0,0,0,13
asy,12,6,6,13,15,0,0,28
at3,12,8,4,13,119,48,60,240
at5,12,5,7,13,0,0,0,13
atahd,12,5,7,13,0,0,0,13
atc,12,6,6,13,30,0,0,43
ate,12,6,6,13,34,0,0,47
atf,12,6,6,13,42,0,0,55
ath,12,6,6,13,19,0,0,32
ati,12,6,6,13,8,0,0,21
atl,12,6,6,13,15,0,0,28
atlas,12,6,6,13,170,0,0,183
atm,12,5,7,13,0,0,0,13
atmx,12,7,5,13,90,31,0,134
atn,12,5,7,13,0,0,0,13
atom,12,9,3,13,178,43,0,234
atomcat,12,3,9,6,0,0,0,6
atomdeleted,12,3,9,6,0,0,0,6
atomsvc,12,6,6,13,290,0,0,303
atr,12,6,6,13,21,0,0,34
atrac,12,6,6,13,11,0,0,24
ats,12,6,6,13,40,0,0,53
atsofts,12,6,6,13,101,0,0,114
att,12,8,4,13,26,0,0,39
attheme,12,7,5,13,137,99,0,249
attr,12,6,6,13,34,0,0,47
atx,12,6,6,13,14,0,0,27
aty,12,6,6,13,13,0,0,26
atz,12,7,5,13,58,25,0,96
au,12,7,5,13,179,50,0,242
au3,12,6,6,13,44,0,0,57
aud,12,7,5,13,0,20,28,61
audio,12,4,8,81,0,12,0,93
audionote,12,6,6,13,82,0,0,95
aup,12,7,5,13,103,41,0,157
aup3,12,7,5,13,135,45,0,193
aup3-shm,12,7,5,13,99,24,0,136
aup3-wal,12,7,5,13,89,24,0,126
aur,12,6,6,13,63,0,0,76
aurora,12,7,5,13,105,39,0,157
aut,12,6,6,13,23,0,0,36
automaticdestinations-ms,12,7,5,13,208,36,0,257
autoplay,12,8,4,13,151,63,43,270
autosave,12,6,6,13,84,0,0,97
autosave.cdp,12,6,6,13,55,0,0,68
aux,12,6,6,13,53,0,0,66
auz,12,7,5,13,106,30,0,149
av,12,6,6,13,90,0,0,103
av1,12,7,5,13,184,37,0,234
av3,12,6,6,13,71,0,0,84
ava,12,5,7,13,0,0,0,13
avastlic,12,7,5,13,103,58,0,174
avastsounds,12,7,5,13,50,30,0,93
avatar,12,6,6,13,43,0,0,56
avb,12,6,6,13,57,0,0,70
avc,12,6,6,13,23,0,0,36
avchd,12,8,4,13,145,0,0,158
avci,12,3,9,6,0,0,0,6
avcs,12,4,8,6,0,0,0,6
avd,12,6,6,13,14,0,0,27
ave,12,6,6,13,177,0,0,190
avenirproj,12,6,6,13,49,0,0,62
avery,12,8,4,13,166,0,0,179
avgdx,12,6,6,13,55,0,0,68
avhd,12,7,5,13,71,42,0,126
avhdx,12,6,6,13,194,0,0,207
avi,12,11,1,13,88,99,45,245
aviadata,12,7,5,13,119,40,0,172
avif,12,10,2,13,184,53,72,322
avifs,12,6,6,13,152,39,0,204
avj,12,6,6,13,38,0,0,51
avl,12,6,6,13,9,0,0,22
avm,12,6,6,13,36,0,0,49
avp,12,5,7,13,0,0,0,13
avr,12,5,7,13,0,0,0,13
avro,12,6,6,13,80,0,0,93
avs,12,7,5,13,144,53,0,210
avv,12,6,6,13,30,0,0,43
avx,12,5,7,13,0,0,0,13
aw,12,5,7,13,0,0,0,13
awb,12,6,6,13,62,0,0,75
awbr,12,6,6,13,35,0,0,48
awc,12,6,6,13,29,0,0,42
awcav,12,6,6,13,50,0,0,63
awd,12,8,4,13,56,30,39,138
awdb,12,6,6,13,17,0,0,30
awg,12,5,7,13,0,0,0,13
awk,12,5,7,13,0,0,0,13
awkw,12,6,6,13,53,0,0,66
awlive,12,6,6,13,63,0,0,76
awm,12,8,4,13,20,0,0,33
awp,12,5,7,13,0,0,0,13
aws,12,6,6,13,12,0,0,25
awt,12,8,4,13,93,100,56,262
aww,12,6,6,13,13,0,0,26
ax,12,7,5,13,66,22,0,101
axa,12,6,6,13,35,0,0,48
axd,12,8,4,13,26,0,0,39
axe,12,6,6,13,32,0,0,45
axm,12,7,5,13,110,43,0,166
axp,12,6,6,13,18,0,0,31
axr,12,7,5,13,175,30,0,218
axt,12,6,6,13,29,0,0,42
axv,12,6,6,13,38,0,0,51
axx,12,7,5,13,107,28,0,148
ay,12,6,6,13,30,0,0,43
ayt,12,6,6,13,0,91,0,104
az!,12,6,6,13,63,0,0,76
aze,12,7,5,13,63,24,0,100
azf,12,6,6,13,125,0,0,138
azs,12,6,6,13,131,0,0,144
azv,12,3,9,6,0,0,0,6
azw,12,6,6,13,48,0,0,61
azw1,12,5,7,13,0,0,0,13
azw2,12,5,7,13,0,0,0,13
azw3,12,6,6,13,58,0,0,71
azw3f,12,7,5,13,60,8,0,81
azw3r,12,7,5,13,88,42,0,143
azw4,12,7,5,13,106,43,0,162
azz,12,6,6,13,7,0,0,20
azzx,12,6,6,13,27,0,0,40
b,12,6,6,13,35,0,0,48
b00,12,7,5,13,157,30,0,200
b01,12,7,5,13,164,30,0,207
b02,12,7,5,13,155,27,0,195
b1,12,9,3,13,97,115,0,225
b16,12,4,8,6,0,0,0,6
b2a,12,6,6,13,26,0,0,39
b3d,12,8,4,13,16,0,0,29
b4s,12,6,6,13,13,0,0,26
b5i,12,7,5,13,63,38,0,114
b5t,12,7,5,13,112,53,0,178
b64,12,5,7,13,0,0,0,13
b6i,12,6,6,13,66,0,0,79
b6t,12,6,6,13,58,0,0,71
b6z,12,10,2,13,60,24,0,97
b83,12,7,5,13,166,65,0,244
b84,12,7,5,13,155,67,0,235
ba,12,6,6,13,18,0,0,31
ba0,12,7,5,13,155,38,0,206
ba1,12,7,5,13,96,35,0,144
ba2,12,6,6,13,103,0,0,116
ba6,12,6,6,13,133,0,0,146
ba7,12,6,6,13,134,0,0,147
ba8,12,6,6,13,100,0,0,113
ba9,12,6,6,13,181,0,0,194
ba_,12,6,6,13,66,0,0,79
babylon,12,7,5,13,135,80,0,228
bac,12,6,6,13,61,0,0,74
backup,12,7,5,13,107,38,0,158
backup.metadata,12,7,5,13,71,21,0,105
backup1,12,7,5,13,94,38,0,145
backupdb,12,6,6,13,31,0,0,44
backupinfo,12,7,5,13,122,26,0,161
bacpac,12,7,5,13,118,70,0,201
bad,12,6,6,13,25,0,0,38
bafl,12,6,6,13,26,0,0,39
bagst,12,7,5,13,99,25,0,137
bak,12,9,3,13,144,54,0,211
bak-act,12,5,7,4,0,159,0,163
bak-sqlserver,12,5,7,4,0,290,0,294
bak.png,12,1,11,0,0,0,0,0
bak1,12,6,6,13,118,0,0,131
bak2,12,6,6,13,77,0,0,90
bak3,12,6,6,13,96,0,0,109
bak_datastream.png,12,1,11,0,0,0,0,0
bakx,12,8,4,13,139,55,47,254
bak~,12,7,5,13,89,25,0,127
bamta,12,7,5,13,103,24,0,140
band,12,7,5,13,111,53,0,177
bank,12,6,6,13,85,0,0,98
bap,12,6,6,13,44,0,0,57
bar,12,6,6,13,12,0,0,25
bars,12,7,5,13,74,58,0,145
barslist,12,7,5,13,70,22,0,105
bary,12,3,9,6,0,0,0,6
bas,12,5,7,13,0,0,0,13
baserproj,12,5,7,13,0,0,0,13
basex,12,6,6,13,24,0,0,37
bash_history,12,6,6,13,25,0,0,38
bash_profile,12,6,6,13,124,0,0,137
bashrc,12,6,6,13,98,0,0,111
basilisk_ii_prefs,12,7,5,13,67,49,0,129
bat,12,6,6,13,76,0,0,89
battlecard,12,7,5,13,107,44,0,164
bau,12,6,6,13,18,0,0,31
bav,12,5,7,13,0,0,0,13
bay,12,10,2,13,62,19,38,132
bb,12,6,6,13,27,0,0,40
bb3,12,5,7,13,0,0,0,13
bbb,12,6,6,13,20,0,0,33
bbc,12,7,5,13,47,40,0,100
bbcd,12,8,4,13,66,22,47,148
bbcdx,12,8,4,13,69,53,47,182
bbdoc,12,6,6,13,98,0,0,111
bbfw,12,7,5,13,90,38,0,141
bbkeymap,12,7,5,13,133,84,0,230
bbl,12,6,6,13,27,0,0,40
bblm,12,6,6,13,24,0,0,37
bbmodel,12,8,4,13,63,59,42,177
bbproject,12,6,6,13,23,0,0,36
bbprojectd,12,6,6,13,8,0,0,21
bbs,12,5,7,13,0,0,0,13
bbscene,12,8,4,13,56,27,42,138
bbsettings,12,7,5,13,143,75,0,231
bbtheme,12,7,5,13,141,70,0,224
bbz,12,5,7,13,0,0,0,13
bc,12,6,6,13,45,0,0,58
bc!,12,6,6,13,24,0,0,37
bc3,12,9,3,13,98,39,0,150
bc5b,12,7,5,13,99,39,0,151
bca,12,7,5,13,118,51,0,182
bcbk,12,7,5,13,145,85,0,243
bcc,12,6,6,13,27,0,0,40
bcd,12,6,6,13,37,0,0,50
bcf,12,6,6,13,20,0,0,33
bci,12,6,6,13,12,0,0,25
bck,12,6,6,13,55,0,0,68
bckp,12,6,6,13,21,0,0,34
bcl,12,5,7,13,0,0,0,13
bclan,12,6,6,13,0,14,0,27
bclara,12,7,5,13,88,32,0,133
bclim,12,6,6,13,0,28,0,41
bcm,12,6,6,13,59,0,0,72
bcmdl,12,8,4,13,70,28,50,161
bcmx,12,6,6,13,17,0,0,30
bcp,12,8,4,13,27,0,0,40
bcpio,12,3,9,6,0,0,0,6
bcres,12,7,5,13,49,39,0,101
bcs,12,6,6,13,29,0,0,42
bcsar,12,7,5,13,65,35,0,113
bcstm,12,8,4,13,119,30,58,220
bcsv,12,7,5,13,91,43,0,147
bct,12,7,5,13,70,25,0,108
bcup,12,7,5,13,129,71,0,213
bcwav,12,8,4,13,73,20,65,171
bdae,12,6,6,13,20,0,0,33
bdb,12,6,6,13,32,0,0,45
bdc,12,6,6,13,5,0,0,18
bdd,12,5,7,13,0,0,0,13
bdf,12,8,4,13,50,0,0,63
bdic,12,6,6,13,36,0,0,49
bdl,12,6,6,13,22,0,0,35
bdm,12,6,6,13,55,0,0,68
bdmv,12,8,4,13,0,202,0,215
bdo,12,7,5,13,80,36,0,129
bdob,12,7,5,13,71,33,0,117
bdoc,12,6,6,13,153,0,0,166
bdoj,12,7,5,13,45,36,0,94
bdp,12,6,6,13,14,0,0,27
bdr,12,6,6,13,14,0,0,27
bdsproj,12,6,6,13,12,0,0,25
bdt2,12,6,6,13,34,0,0,47
bdt3,12,6,6,13,10,0,0,23
bea,12,7,5,13,163,21,0,197
beam,12,6,6,13,68,0,0,81
bean,12,6,6,13,13,0,0,26
bed,12,5,7,13,0,0,0,13
bejeweled2deluxesavedgame,12,7,5,13,73,23,0,109
bemuse,12,7,5,13,156,26,0,195
bepis,12,7,5,13,78,51,0,142
bet,12,6,6,13,41,0,0,54
bf,12,6,6,13,60,0,0,73
bfa,12,6,6,13,27,0,0,40
bfarc,12,7,5,13,56,29,0,98
bfc,12,7,5,13,95,90,0,198
bfe,12,7,5,13,127,46,0,186
bff,12,6,6,13,15,0,0,28
bffnt,12,7,5,13,31,27,0,71
bfg,12,6,6,13,25,0,0,38
bfi,12,7,5,13,88,37,0,138
bfly,12,8,4,13,119,29,29,190
bfm,12,6,6,13,21,0,0,34
bfma,12,7,5,13,54,30,0,97
bfmdl,12,7,5,13,122,25,0,160
bfres,12,7,5,13,121,29,0,163
bfs,12,6,6,13,23,0,0,36
bfsar,12,7,5,13,37,42,0,92
bfstm,12,6,6,13,0,28,0,41
bfstp,12,7,5,13,97,21,0,131
bfwav,12,8,4,13,52,33,22,120
bfx,12,6,6,13,13,0,0,26
bgi,12,6,6,13,61,0,0,74
bgl,12,6,6,13,27,0,0,40
bgt,12,6,6,13,12,0,0,25
bgz,12,6,6,13,73,0,0,86
bh,12,8,4,13,109,42,88,252
bh2,12,3,9,6,0,0,0,6
bho,12,6,6,13,29,0,0,42
bhp,12,7,5,13,108,59,0,180
bhv,12,5,7,4,0,248,0,252
bhx,12,7,5,13,63,56,0,132
bib,12,7,5,13,133,73,0,219
bibtex,12,6,6,13,44,0,0,57
bic,12,5,7,13,0,0,0,13
bicep,12,7,5,13,90,70,0,173
bidule,12,6,6,13,42,0,0,55
bif,12,8,4,13,0,11,0,24
bifx,12,5,7,13,0,0,0,13
big,12,5,7,13,0,0,0,13
bik,12,9,3,13,113,229,0,355
bik2,12,6,6,13,76,0,0,89
bil,12,6,6,13,32,0,0,45
bim,12,6,6,13,23,0,0,36
bimx,12,6,6,13,93,0,0,106
bin,12,9,3,13,78,242,0,333
binary,12,7,5,13,96,37,0,146
binarycookies,12,7,5,13,104,52,0,169
bingo,12,7,5,13,81,43,0,137
binka,12,8,4,13,88,28,31,160
bio,12,6,6,13,12,0,0,25
bionix,12,6,6,13,23,0,0,36
bip,12,8,4,13,0,95,0,108
biq,12,7,5,13,130,60,0,203
birds,12,7,5,13,60,26,0,99
bit,12,6,6,13,90,0,0,103
bitpim,12,6,6,13,39,0,0,52
bitsboard,12,7,5,13,133,53,0,199
bix,12,6,6,13,27,0,0,40
biz,12,6,6,13,16,0,0,29
bjo,12,6,6,13,11,0,0,24
bk,12,6,6,13,109,0,0,122
bk!,12,7,5,13,75,61,0,149
bk1,12,6,6,13,67,0,0,80
bk2,12,6,6,13,92,0,0,105
bkc,12,5,7,13,0,0,0,13
bkf,12,9,3,13,156,88,0,257
bkk,12,7,5,13,91,44,0,148
bkmk,12,6,6,13,24,0,0,37
bkp,12,7,5,13,52,88,0,153
bks,12,6,6,13,29,0,0,42
bkup,12,6,6,13,70,0,0,83
bky,12,6,6,13,107,0,0,120
bkz,12,6,6,13,17,0,0,30
bl,12,7,5,13,18,79,0,110
blackhawkstriker2,12,5,7,13,0,0,0,13
blal,12,7,5,13,80,23,0,116
blasterball3savedgame,12,5,7,13,0,0,0,13
blb,12,6,6,13,35,0,0,48
bld,12,6,6,13,47,0,0,60
blend,12,10,2,13,127,83,67,290
blend1,12,6,6,13,45,0,0,58
blend2,12,6,6,13,64,0,0,77
blf,12,6,6,13,143,0,0,156
blg,12,6,6,13,36,0,0,49
bli,12,6,6,13,32,0,0,45
blibclara,12,7,5,13,77,32,0,122
blk,12,6,6,13,48,0,0,61
blkrt,12,7,5,13,47,11,0,71
bln,12,5,7,13,0,0,0,13
blob,12,6,6,13,12,0,0,25
blockplt,12,6,6,13,11,0,0,24
blocks,12,7,5,13,117,56,0,186
blockx,12,8,4,13,67,41,38,159
blogthis,12,5,7,13,0,0,0,13
bloon,12,7,5,13,80,40,0,133
bloonset,12,7,5,13,112,40,0,165
blorb,12,6,6,13,43,0,0,56
blow5,12,7,5,13,98,48,0,159
blower,12,7,5,13,158,39,0,210
bloxdschem,12,7,5,13,108,36,0,157
blp,12,5,7,13,0,0,0,13
bls,12,5,7,13,0,0,0,13
blt,12,6,6,13,18,0,0,31
blu,12,6,6,13,55,0,0,68
bluebutton,12,6,6,13,62,0,0,75
bluej,12,6,6,13,23,0,0,36
blw,12,6,6,13,86,0,0,99
blz,12,5,7,13,0,0,0,13
bm,12,7,5,13,69,25,0,107
bm2,12,6,6,13,20,0,0,33
bm3,12,6,6,13,20,0,0,33
bma,12,8,4,13,74,35,75,197
bmc,12,6,6,13,35,0,0,48
bmd,12,6,6,13,47,0,0,60
bme,12,6,6,13,61,0,0,74
bmf,12,6,6,13,28,0,0,41
bmfc,12,7,5,13,94,56,0,163
bmg,12,6,6,13,119,0,0,132
bmi,12,5,7,13,0,0,0,13
bmk,12,5,7,13,0,0,0,13
bml,12,8,4,13,34,0,0,47
bmml,12,6,6,13,81,0,0,94
bmp,12,10,2,13,290,82,56,441
bmpr,12,7,5,13,135,32,0,180
bmq,12,6,6,13,79,0,0,92
bms,12,7,5,13,125,94,0,232
bmson,12,7,5,13,138,75,0,226
bmtp,12,8,4,13,80,91,28,212
bmv,12,7,5,13,82,37,0,132
bmx,12,6,6,13,14,0,0,27
bmz,12,6,6,13,22,0,0,35
bna,12,6,6,13,13,0,0,26
bnd,12,6,6,13,10,0,0,23
bndl,12,7,5,13,0,0,0,13
bnfm,12,7,5,13,42,15,0,70
bng,12,6,6,13,20,0,0,33
bnk,12,6,6,13,31,0,0,44
bnl,12,7,5,13,163,55,0,231
bnp,12,10,2,13,29,124,74,240
bnr,12,7,5,13,153,89,0,255
bns,12,6,6,13,23,0,0,36
bnvib,12,7,5,13,186,32,0,231
bnz,12,6,6,13,40,0,0,53
bo1,12,7,5,13,124,22,0,159
bo2,12,6,6,13,27,0,0,40
bo3,12,6,6,13,77,0,0,90
bo4,12,7,5,13,141,39,0,193
bo4data,12,7,5,13,141,24,0,178
boc,12,6,6,13,14,0,0,27
bok,12,7,5,13,0,0,0,13
bom,12,6,6,13,34,0,0,47
bonk,12,6,6,13,30,0,0,43
bons,12,7,5,13,61,41,0,115
boo,12,6,6,13,0,29,0,42
book,12,6,6,13,47,0,0,60
bookexport,12,6,6,13,88,0,0,101
booktemplate,12,6,6,13,24,0,0,37
bookwormdeluxesavedgame,12,5,7,13,0,0,0,13
boot,12,6,6,13,20,0,0,33
bootskin,12,6,6,13,11,0,0,24
bos,12,6,6,13,45,0,0,58
box,12,5,7,13,0,0,0,13
boz,12,3,9,6,0,0,0,6
bp,12,7,5,13,89,53,0,155
bp2,12,7,5,13,109,22,0,144
bp3,12,7,5,13,110,30,0,153
bpa,12,6,6,13,21,0,0,34
bpb,12,5,7,13,0,0,0,13
bpd,12,6,6,13,30,0,0,43
bpdx,12,6,6,13,34,0,0,47
bpf,12,6,6,13,35,0,0,48
bpg,12,10,2,13,189,17,62,281
bphys,12,5,7,13,0,0,0,13
bpj,12,6,6,13,78,0,0,91
bpk,12,6,6,13,40,0,0,53
bpl,12,6,6,13,12,0,0,25
bplist,12,7,5,13,82,83,0,178
bplx,12,6,6,13,89,0,0,102
bpm,12,6,6,13,44,0,0,57
bpmc,12,6,6,13,85,0,0,98
bpmn,12,8,4,13,96,110,38,257
bpn,12,8,4,13,122,33,72,240
bpnueb,12,5,7,13,0,0,0,13
bpr,12,5,7,13,0,0,0,13
bps,12,5,7,13,0,0,0,13
bpw,12,6,6,13,69,0,0,82
bpz,12,6,6,13,63,0,0,76
bqy,12,6,6,13,50,0,0,63
br,12,9,3,13,107,24,0,144
br3,12,6,6,13,24,0,0,37
br4,12,6,6,13,36,0,0,49
br5,12,8,4,13,61,28,44,146
br6,12,6,6,13,10,0,0,23
br7,12,6,6,13,43,0,0,56
brain,12,6,6,13,32,0,0,45
branch,12,7,5,13,97,29,0,139
braw,12,8,4,13,431,37,79,560
brctr,12,7,5,13,39,17,0,69
brd,12,7,5,13,122,66,0,201
breff,12,6,6,13,25,0,0,38
breft,12,6,6,13,16,0,0,29
brep,12,7,5,13,93,28,0,134
brf,12,6,6,13,15,0,0,28
brfna,12,7,5,13,66,52,0,131
brfnt,12,8,4,13,88,10,13,124
brg,12,6,6,13,13,0,0,26
bri,12,5,7,13,0,0,0,13
bridgecache,12,7,5,13,67,33,0,113
brk,12,7,5,13,126,91,0,230
brl,12,6,6,13,83,0,0,96
brlan,12,7,5,13,67,38,0,118
brlyt,12,7,5,13,46,41,0,100
brm,12,6,6,13,8,0,0,21
brmdl,12,6,6,13,28,0,0,41
brn,12,6,6,13,13,0,0,26
bro,12,6,6,13,12,0,0,25
browser,12,8,4,13,70,0,0,83
brr,12,6,6,13,88,0,0,101
brres,12,5,7,13,0,0,0,13
brs,12,6,6,13,30,0,0,43
brsar,12,6,6,13,0,22,0,35
brseq,12,6,6,13,80,0,0,93
brstm,12,8,4,13,81,35,40,169
brstmspm,12,7,5,13,102,32,0,147
brt,12,6,6,13,22,0,0,35
brtex,12,6,6,13,16,0,0,29
bruh,12,8,4,13,38,33,18,102
brush,12,7,5,13,147,40,0,200
brushcategory,12,7,5,13,70,28,0,111
brushlibrary,12,7,5,13,117,29,0,159
brushset,12,7,5,13,125,40,0,178
brushvariant,12,7,5,13,52,28,0,93
brv,12,6,6,13,86,0,0,99
brw,12,6,6,13,17,0,0,30
brx,12,6,6,13,50,0,0,63
bs,12,7,5,13,102,33,0,148
bs1,12,6,6,13,30,0,0,43
bs2,12,6,6,13,24,0,0,37
bs4,12,6,6,13,44,0,0,57
bs7,12,7,5,13,101,39,0,153
bsa,12,6,6,13,28,0,0,41
bsb,12,6,6,13,17,0,0,30
bsc,12,6,6,13,18,0,0,31
bsd,12,6,6,13,8,0,0,21
bsdesign,12,7,5,13,163,24,0,200
bsdiff,12,6,6,13,56,0,0,69
bsdl,12,6,6,13,27,0,0,40
bsf,12,7,5,13,27,43,0,83
bsg,12,6,6,13,121,0,0,134
bsh,12,6,6,13,41,0,0,54
bsk,12,6,6,13,56,0,0,69
bsp,12,7,5,13,245,47,0,305
bss,12,5,7,13,0,0,0,13
bst,12,6,6,13,11,0,0,24
bsv,12,7,5,13,167,76,0,256
bsw,12,6,6,13,41,0,0,54
bswx,12,6,6,13,56,0,0,69
bsxc,12,7,5,13,77,43,0,133
bsxp,12,7,5,13,63,32,0,108
bt,12,5,7,13,0,0,0,13
bt!,12,6,6,13,35,0,0,48
btab,12,7,5,13,142,121,0,276
btapp,12,6,6,13,34,0,0,47
btd,12,6,6,13,15,0,0,28
btf,12,6,6,13,7,0,0,20
bti,12,6,6,13,32,0,0,45
btif,12,6,6,13,7,0,0,20
btinstall,12,5,7,13,0,0,0,13
btkey,12,7,5,13,85,25,0,123
btm,12,6,6,13,14,0,0,27
btn,12,6,6,13,13,0,0,26
bto,12,6,6,13,11,0,0,24
btoa,12,6,6,13,33,0,0,46
btr,12,8,4,13,106,0,0,119
btsearch,12,6,6,13,73,0,0,86
btw,12,6,6,13,62,0,0,75
btxt,12,7,5,13,67,23,0,103
bu,12,7,5,13,77,15,0,105
bud,12,6,6,13,83,0,0,96
buf,12,6,6,13,75,0,0,88
buffer,12,3,9,6,0,0,0,6
buildpath,12,6,6,13,24,0,0,37
buildsetting,12,5,7,13,0,0,0,13
bul,12,6,6,13,61,0,0,74
bun,12,6,6,13,33,0,0,46
bundle,12,7,5,13,62,34,0,109
bup,12,6,6,13,132,0,0,145
bur,12,6,6,13,25,0,0,38
bus,12,6,6,13,41,0,0,54
bussidmod,12,7,5,13,84,71,0,168
bvd,12,7,5,13,48,24,0,85
bvh,12,6,6,13,19,0,0,32
bvp,12,6,6,13,69,0,0,82
bvr,12,6,6,13,21,0,0,34
bvs,12,7,5,13,160,36,0,209
bw,12,6,6,13,28,0,0,41
bwa,12,5,7,13,0,0,0,13
bwav,12,7,5,13,108,57,0,178
bwd,12,7,5,13,59,30,0,102
bwf,12,8,4,13,49,32,71,165
bwg,12,6,6,13,37,0,0,50
bwi,12,6,6,13,115,0,0,128
bwp,12,7,5,13,0,0,0,13
bws,12,5,7,13,0,0,0,13
bwt,12,6,6,13,118,0,0,131
bwv,12,7,5,13,101,26,0,140
bww,12,6,6,13,13,0,0,26
bwz,12,6,6,13,20,0,0,33
bxl,12,6,6,13,47,0,0,60
bxt,12,7,5,13,147,113,0,273
bxx,12,6,6,13,79,0,0,92
byml,12,7,5,13,82,45,0,140
bytes,12,6,6,13,41,0,0,54
byu,12,5,7,13,0,0,0,13
bz,12,6,6,13,22,0,0,35
bz2,12,9,3,13,65,23,0,101
bza,12,6,6,13,18,0,0,31
bzabw,12,8,4,13,86,18,55,172
bzip,12,6,6,13,21,0,0,34
bzip2,12,6,6,13,8,0,0,21
bzplug,12,6,6,13,88,0,0,101
bzw,12,6,6,13,69,0,0,82
bzz,12,6,6,13,157,0,0,170
c,12,7,5,13,134,126,0,273
c00,12,6,6,13,29,0,0,42
c001,12,7,5,13,50,35,0,98
c01,12,6,6,13,5,0,0,18
c02,12,7,5,13,80,67,0,160
c10,12,6,6,13,89,0,0,102
c11amc,12,3,9,6,0,0,0,6
c11amz,12,3,9,6,0,0,0,6
c2d,12,5,7,13,0,0,0,13
c2g,12,7,5,13,88,75,0,176
c2m,12,7,5,13,110,57,0,180
c2r,12,7,5,13,52,57,0,122
c2u,12,6,6,13,34,0,0,47
c3,12,7,5,13,76,33,0,122
c32,12,6,6,13,46,0,0,59
c3d,12,6,6,13,80,0,0,93
c3dp,12,7,5,13,110,54,0,177
c3p,12,6,6,13,76,0,0,89
c3z,12,6,6,13,39,0,0,52
c4,12,6,6,13,26,0,0,39
c4d,12,10,2,13,76,92,85,266
c4f,12,3,9,6,0,0,0,6
c4g,12,4,8,6,0,0,0,6
c4k,12,6,6,13,80,0,0,93
c4p,12,6,6,13,12,0,0,25
c4u,12,3,9,6,0,0,0,6
c67,12,8,4,13,86,66,59,224
c93,12,7,5,13,84,37,0,134
c9r,12,7,5,13,95,72,0,180
ca,12,6,6,13,12,0,0,25
caa,12,6,6,13,90,0,0,103
cab,12,7,5,13,116,120,0,249
cache,12,6,6,13,69,0,0,82
caction,12,6,6,13,72,0,0,85
cad,12,8,4,13,68,18,52,151
cadc,12,5,7,13,0,0,0,13
cadoc,12,6,6,13,43,0,0,56
cadq,12,7,5,13,104,54,0,171
caf,12,10,2,13,411,280,241,945
caf-cal3d,12,5,7,4,0,14,0,18
caff,12,5,7,13,0,0,0,13
caffemodel,12,7,5,13,103,44,0,160
cag,12,6,6,13,58,0,0,71
cah,12,7,5,13,33,63,0,109
caj,12,6,6,13,42,0,0,55
cak,12,7,5,13,66,37,0,116
cal,12,7,5,13,41,26,0,80
calb,12,6,6,13,12,0,0,25
calca,12,6,6,13,37,0,0,50
calibre,12,6,6,13,23,0,0,36
cals,12,6,6,13,7,0,0,20
cam,12,5,7,13,0,0,0,13
camerror,12,6,6,13,52,0,0,65
camm,12,6,6,13,12,0,0,25
